theme_key	name	nameable	rationale	n_members	kind	example_node	checks_failed	model	prompt_version	status
73be10d256a085eb	Epithelial and stromal cell migration in wound healing	true	No siblings to collide with, and the name is distinct from the parent, which focuses on adhesion/contractile machinery rather than migration.	9	internal	n0539	in_range	claude-sonnet-5	name-v2	current
744bfa132cb6d66e	Vesicular trafficking mechanisms	true	Repeated the parent's scope (endosome-to-secretory pathway protein sorting); narrowing to the vesicular trafficking mechanisms distinguishes it from the parent's protein sorting focus.	10	internal	n0409	mechanisms	claude-sonnet-5	name-v2	current
7492ba7ee3ada0c6	Platelet activation and adhesion signalling	true	Distinct from parent themes (coagulation cascade, integrin adhesion) and sibling (hemostasis); specifically about platelet activation and adhesion mechanisms.	10	internal	n0324		claude-sonnet-5	name-v2	current
74a61018a4f3c1d8	BCL-2 family apoptosis regulation	true	Repeats parent 'Mitochondrial apoptosis and its regulation' and overlaps 'Regulation of mitochondrial membrane permeability and apoptosis'; specifying BCL-2 family control distinguishes it.	6	leaf	n0394		claude-sonnet-5	name-v2	current
74dda0f7bdf5cf60	Amyloid-beta and tau pathology regulation	true	Distinct from parents (broader proteinopathy/glial fate and lipid metabolism themes) and siblings (gliogenesis, cholesterol transport); no collision.	9	leaf	n0007		claude-sonnet-5	name-v2	current
763df98cbe8058ec	Viral entry and protein targeting to the ER membrane	true	Unites virus-host interaction biology with SRP-dependent cotranslational targeting of nascent chains to the ER membrane; no broader term is needed since these are the only two biological threads present.	27	internal	n0709	in_range	claude-sonnet-5	name-v2	current
768b2b0279c454f6	Protein phosphorylation	true	No sibling collision and name is more specific than parent, distinguishing itself clearly.	13	internal	n0105		claude-sonnet-5	name-v2	current
7735f5cc1ecabcde	T cell receptor-driven activation	true	No sibling collisions and name is more specific than parent, distinguishing TCR-driven activation mechanism.	6	leaf	n0285		claude-sonnet-5	name-v2	current
773ea308abcb299d	Androgen receptor signaling regulation	true	All members concern regulation of androgen receptor signaling or its direct downstream transcriptional targets.	3	leaf	n1064		claude-sonnet-5	name-v1	superseded
77502977e1de8b3a	Cardiac conduction system development	true	Overlapped with sibling 'Heart morphogenesis and development' on the morphogenesis aspect; narrowing to conduction system development distinguishes it.	18	internal	n0340		claude-sonnet-5	name-v2	current
77677c869cf1849b	Notch pathway in organogenesis	true	Repeated the parent 'Notch signalling in organ development' without adding specificity.	6	leaf	n0080		claude-sonnet-5	name-v2	current
779664946619224d	Immune checkpoint regulation of lymphocyte activity	true	Distinct from parent and all listed siblings; specifically about checkpoint regulation, not overlapping with cytotoxicity, T-helper differentiation, or effector response themes.	10	internal	n0780		claude-sonnet-5	name-v2	current
77f92e969efec0a7	Mitochondrial apoptotic signalling	true	Nearly identical to parent 'Intrinsic apoptotic signalling'; needs to indicate mechanism distinct from the sibling's regulatory focus.	9	internal	n0210		claude-sonnet-5	name-v2	current
781b89c9012d4555	Central carbon and lipid fuel metabolism	true	Name already differs from parent by excluding cofactor metabolism, and there are no siblings to conflict with.	13	internal	n0389		claude-sonnet-5	name-v2	current
785a9cd2011e6f10	JNK cascade activation	true	No siblings to conflict with, and name is more specific than parent, distinguishing JNK cascade from NF-kB regulation.	3	leaf	n1073		claude-sonnet-5	name-v1	superseded
78b4726e553db212	Cytokinetic ring contraction and abscission	true	Repeats parent 'Mitotic spindle assembly and cytokinesis' and overlaps siblings; narrowed to the specific contractile ring and abscission process distinguishing it from spindle checkpoint and mitotic machinery themes.	14	internal	n0615		claude-sonnet-5	name-v2	current
79072fa0288c6d3c	Xenobiotic and small-molecule conjugation metabolism	true	Distinct from siblings; conjugation metabolism specifically separates it from other xenobiotic-related themes like bilirubin metabolism and xenobiotic homeostasis.	25	internal	n0582		claude-sonnet-5	name-v2	current
79310eaae2306565	Bacterial ligand pattern recognition receptors	true	Overlapped with 'Innate pattern recognition and cytokine-driven inflammation' and 'Endosomal innate immune sensing and peptide transport'; narrowed to bacterial-specific pattern recognition receptors distinct from endosomal/viral sensing siblings.	7	leaf	n0476		claude-sonnet-5	name-v2	current
79f25ad159a708ee		false	With a single named child (non-canonical NF-kappaB signalling) alongside broader NF-kappaB regulation and NOD-like receptor signalling members not organised under it, there is no umbrella tighter than 'NF-kappaB and innate immune receptor signalling regulation', which is too broad and just restates the lone child plus extras.	7	internal	n0629		claude-sonnet-5	name-v1	superseded
7a976f775d1cb609	Kidney and lung morphogenesis	true	Distinct from siblings; no other theme specifically covers kidney and lung organogenesis.	27	internal	n0752		claude-sonnet-5	name-v2	current
7ac485dcad725e11	Renin-angiotensin system and fluid balance	true	Both children and all members concern the renin-angiotensin-aldosterone axis and its downstream control of blood pressure, blood volume, and ion/water homeostasis; no member extends beyond this hormonal fluid-pressure regulatory system.	27	internal	n0710		claude-sonnet-5	name-v2	current
7b23c79396c0b8e9	Receptor-mediated mitophagy	true	Too broad and overlapped with sibling 'Mitochondrial quality control by autophagy'; narrowed to specific receptor-mediated clearance mechanism distinguishing it from general quality control and biogenesis siblings.	9	internal	n0610		claude-sonnet-5	name-v2	current
7be69efbbf48b839		false	Most members concern NADPH oxidase-driven superoxide production and its role in phagocyte antimicrobial killing, but the tissue-macrophage identity programme and the M. tuberculosis metabolic manipulation pathway share only a loose connection to macrophages/phagocytes, not the oxidative killing biology itself.	7	leaf	n0464		claude-sonnet-5	name-v2	current
7c28fa1ecdbd9922	DNA damage response checkpoints	true	Overlapped with parent 'Mitotic chromosome segregation fidelity' and sibling 'Cell division and genome integrity' as a generic genome-stability label; renamed to specify DNA damage checkpoint mechanisms distinguishing it from segregation fidelity and division-integrity themes.	64	internal	n0797		claude-sonnet-5	name-v2	current
7c3cecd3012de038	Cornified envelope formation and keratinization	true	Distinct from parent and sibling; focuses specifically on cornified envelope assembly and keratinization rather than collagen matrix or general appendage differentiation.	11	internal	n0055		claude-sonnet-5	name-v2	current
7cbdd02482b80736	Growth factor and insulin receptor signalling to metabolism	true	Distinct from all sibling themes; no parent to collide with.	15	internal	n0771	in_range	claude-sonnet-5	name-v2	current
7cc96357c14036d4	Actin-driven membrane ruffling and macropinocytosis	true	Distinct from parents and sibling; specifically names membrane ruffling and macropinocytosis rather than general Rho GTPase signalling or pathogen entry.	7	internal	n0267		claude-sonnet-5	name-v2	current
7cdf0b3d6d733943	Mitochondrial maintenance and quality control	true	Name is distinct from parent and siblings, covering broader quality control processes not overlapping with protein import/cristae architecture or general autophagic clearance.	14	internal	n0601		claude-sonnet-5	name-v2	current
7d189ed729fe0986	Regulation of phosphatase-mediated dephosphorylation	true	Overlaps parent 'Protein phosphorylation' and sibling 'Regulation of kinase-mediated phosphorylation'; narrowed to dephosphorylation/phosphatase regulation to distinguish from kinase-focused sibling.	10	internal	n0073		claude-sonnet-5	name-v2	current
7d361be961ce0ca4	T-helper 1/2 differentiation and response	true	Union covers commitment/activation of helper T cells generally plus specific Th1 and Th2 regulation, but not Th17/Treg/Tfh specifics beyond lineage commitment already named in the child.	9	internal	n0357		claude-sonnet-5	name-v2	current
7da0050b54cf66cd	Integrin-mediated cell adhesion	true	Distinct from parent and siblings; specifically about integrin-mediated adhesion mechanisms, unlike endothelial-leukocyte or platelet-mediated adhesion siblings.	15	internal	n0726		claude-sonnet-5	name-v2	current
7dad61a2f46e1a3e	Somitogenesis and axial segmentation	true	Overlapped with parent 'Gastrulation movements and axis formation'; renaming to focus on somite formation and segmentation distinguishes it from parents and siblings focused on cardiac/mesoderm fate and neuroectoderm patterning.	10	internal	n0747		claude-sonnet-5	name-v2	current
7df4ffefc9f37af3	Amino sugar catabolism	true	All members concern breakdown or phosphorylation of amino sugars (sialic acid, glucosamine, GlcNAc) and related carbohydrates feeding into central metabolism.	4	leaf	n0121		claude-sonnet-5	name-v2	current
7f650c374b324934	Bile acid, alcohol and fat-soluble vitamin metabolism	true	No siblings and name is more specific than the parent, covering bile acids, alcohol, and fat-soluble vitamins distinctly.	16	internal	n0714	in_range	claude-sonnet-5	name-v2	current
7fb9d990c46f008c	Sex hormone-driven pubertal changes	true	Overlapped conceptually with parent 'Hormone-driven puberty and sexual maturation' and was too generic relative to siblings like 'Mammary gland development and hormone signalling'; narrowed to specify pubertal sex hormone effects.	9	internal	n0123		claude-sonnet-5	name-v2	current
7fd531b37b63c37d	Cardiac septation and valve morphogenesis	true	Distinct from parent 'Heart morphogenesis' and sibling 'Cardiac morphogenesis' by specifying septation and valve development.	7	leaf	n0544		claude-sonnet-5	name-v2	current
7ff32c17f00949a5	Lymphocyte and monocyte/dendritic immune cell identity	true	Name distinctly covers lymphocyte and monocyte/dendritic identity/differentiation, not overlapping with other siblings which cover specific signaling pathways, effector functions, or distinct lineages like myeloid/megakaryocyte or osteoclast differentiation.	31	internal	n0708		claude-sonnet-5	name-v2	current
803ae0012ea73434	Interferon and JAK-STAT receptor signalling	true	Overlapped with several cytokine/innate inflammatory signalling siblings (e.g., Innate inflammatory cytokine signalling, Cytokine-driven innate inflammatory response); narrowed to the interferon/JAK-STAT receptor mechanism to distinguish it.	12	internal	n0658		claude-sonnet-5	name-v2	current
8086005bf4cb7cbb	RTK signalling via PI3K/AKT axis	true	Collides closely with sibling 'Receptor tyrosine kinase signalling'; renamed to clarify the specific downstream axis, distinguishing it from both the generic sibling and the oncogenic-focused sibling.	20	internal	n0598		claude-sonnet-5	name-v2	current
8099550c724197f6	Base excision repair and oxidative DNA damage response	true	Distinct from parent (DNA damage repair) by specifying base excision repair/oxidative pathway, and distinct from sibling which focuses on UV response.	14	internal	n0653	in_range	claude-sonnet-5	name-v2	current
814d8ff19838529e	Cardiac action potential membrane potential regulation	true	No siblings to collide with, and the name is more specific than parent 'Cardiac conduction system excitability', focusing on membrane potential regulation specifically.	6	leaf	n0433		claude-sonnet-5	name-v2	current
8150e75dff451ed0	Insulin-independent regulation of carbohydrate and lipid fuel switching	true	Overlapped with sibling 'Hormonal regulation of energy substrate metabolism' and parent's hormonal focus; narrowed to non-hormonal/metabolic fuel-switching mechanisms distinct from hormone-driven regulation.	11	internal	n0422	in_range	claude-sonnet-5	name-v2	current
8192656aea7b3da8	Sinoatrial node development and cardiac conduction	true	No siblings present, and the name is already more specific than its parent, distinguishing itself by focusing on sinoatrial node development and cardiac conduction rather than general electrical excitability.	10	internal	n0091		claude-sonnet-5	name-v2	current
821dcf4ce05569fc	Cardiac action potential dynamics	true	Overlaps with sibling 'Cardiac ion channel regulation' since both cover cardiac ion channel topics; narrowing to action potential dynamics distinguishes it from channel regulation focus.	16	internal	n0652		claude-sonnet-5	name-v2	current
82b251b5919bdd81	TAP-mediated peptide loading for MHC-I	true	Overlapped with 'Endosomal innate immune sensing and peptide transport' and 'MHC-restricted antigen presentation and viral immune evasion'; narrowed to the specific TAP/peptide-loading mechanism distinguishing it from both.	13	internal	n0791		claude-sonnet-5	name-v2	current
82be381847365d30	Cytosolic nucleic acid sensing and antiviral interferon signalling	true	No siblings and name is distinct from parent, adding specific mechanism and downstream signaling.	15	internal	n0587	in_range	claude-sonnet-5	name-v2	current
833c2728a8b90b29	Complement and antimicrobial peptide effectors	true	Too similar to 'Phagocyte antimicrobial effector mechanisms' and 'Antiviral innate immune response'; narrowed to specify complement/antimicrobial peptide effector molecules rather than broad innate effector responses.	27	internal	n0670		claude-sonnet-5	name-v2	current
836b1689584564ef	Telomere maintenance	true	Overlapped with sibling 'Genome maintenance and chromosome dynamics'; narrowing to telomere-specific mechanisms distinguishes it.	9	internal	n0183		claude-sonnet-5	name-v2	current
839287d1fc286098	Matrix vesicle-mediated hydroxyapatite deposition	true	Nearly duplicated sibling 'Skeletal and dental mineralized tissue development' and parent 'Skeletal tissue mineralization and development'; narrowed to the specific molecular mineral-deposition mechanism in bone and tooth matrix.	6	leaf	n0251		claude-sonnet-5	name-v2	current
8396422307c10b1a	Regulation of translational activity	true	Repeated scope of parent 'Cytoplasmic translation initiation and ribosome assembly'; renamed to distinguish regulatory control aspect from initiation/assembly focus.	6	leaf	n0313		claude-sonnet-5	name-v2	current
83da4de66e88d4f0	Hematopoietic stem cell homeostasis	true	Overlapped with sibling 'Hematopoietic and leukocyte differentiation' which covers differentiation; this theme is distinguished by focusing on stem cell maintenance and homeostatic regulation rather than lineage differentiation.	12	internal	n0659		claude-sonnet-5	name-v2	current
848aa1f9a2cc5b04	Ubiquitin-proteasome protein degradation	true	Name is distinct from parent and sibling, specifying the ubiquitin-proteasome mechanism specifically rather than general protein quality control.	14	internal	n0451		claude-sonnet-5	name-v2	current
84904d02dc6d3ce0	 	false	n/ a	6	internal	n0748		claude-sonnet-5	name-v1	superseded
84a8fb9f13963c73	Chromatin structure and repair	true	Overlapped with sibling 'Telomere and chromosome maintenance' and was too broad relative to parent's checkpoint focus; narrowed to chromatin-level repair and organization.	58	internal	n0487		claude-sonnet-5	name-v2	current
853966405f137c61	Regulation of protein trafficking to the plasma membrane	true	All members concern secretory and vesicular trafficking pathways that control delivery, localization or polarized targeting of proteins to the plasma membrane.	5	leaf	n0338	in_range	claude-sonnet-5	name-v2	current
85575294dfaaed85	MHC-restricted antigen presentation and viral immune evasion	true	Distinct from parent and siblings; no overlapping theme covers MHC-restricted presentation combined with viral immune evasion specifically.	14	internal	n0240	in_range	claude-sonnet-5	name-v2	current
859f2cd1f193b538	Voltage-gated ion channel function	true	Overlapped with parent 'Gap junction and electrical coupling' by repeating 'electrical coupling'; narrowed to ion channel gating function distinct from junctional coupling and from sibling calcium/muscle themes.	22	internal	n0155		claude-sonnet-5	name-v2	current
86acc3b3e307b279	Nuclear and mitochondrial DNA repair	true	No collision with parent or siblings; name is already distinct.	20	internal	n0696		claude-sonnet-5	name-v2	current
86b2ec2d4c3b0869	Translesion DNA synthesis	true	No siblings and name is distinct from both parent themes, which refer to broader coordinated repair or gap-filling synthesis processes.	3	leaf	n0024		claude-sonnet-5	name-v2	current
86c7110a60cf33dd	Cell cycle checkpoint control	true	Too similar to parent 'Mitotic cell cycle and organelle partitioning'; overlaps generic cell cycle scope, needs distinction from sibling 'APC/C-mediated mitotic exit' by focusing on checkpoint regulation aspect.	18	internal	n0070		claude-sonnet-5	name-v2	current
8702fae93537539c	Neurotransmitter reuptake and recycling	true	Overlapped heavily with sibling 'Presynaptic neurotransmitter release and transport'; narrowed to focus on reuptake/recycling machinery distinct from release/transport.	7	leaf	n0247		claude-sonnet-5	name-v2	current
870f4012eb395243	Cross-bridge cycling regulation	true	Too broad relative to parent 'Calcium sensitivity of contractile filaments' and overlapped with sibling 'Calcium signaling regulation'; narrowed to the thin/thick filament regulatory mechanism distinct from calcium signaling itself.	15	internal	n0522		claude-sonnet-5	name-v2	current
8761940a45778b93	MPTP-mediated calcium efflux in apoptosis	true	Overlapped substantially with parent 'Mitochondrial calcium and apoptosis regulation'; narrowed to focus specifically on the mitochondrial permeability transition pore mechanism, distinguishing it from sibling 'Mitochondrial apoptosis regulation' which covers broader regulatory aspects.	6	leaf	n0312		claude-sonnet-5	name-v2	current
8835e7b0dc3b0508	Angiogenesis in wound healing	true	Repeated 'vascular remodelling' from both parent themes; angiogenesis specifically distinguishes wound-healing neovascularization from ECM- and hypoxia-driven remodelling processes.	8	internal	n0364		claude-sonnet-5	name-v2	current
884883ef3ea5a9ec	Muscle adaptation to exercise stress	true	Overlaps parent 'Muscle growth and differentiation regulation' and siblings covering development/regeneration and growth; narrowing to adaptation/exercise response distinguishes it.	18	internal	n0683		claude-sonnet-5	name-v2	current
8870c6ba25247f9c	UPR signal attenuation mechanisms	true	Overlapped with sibling 'ER stress and unfolded protein response'; narrowed to regulatory attenuation aspect distinct from the core ER stress/UPR pathway sibling.	6	leaf	n0457	mechanisms	claude-sonnet-5	name-v2	current
8890bd069dd1d58e	Mitochondrial gene expression	true	All members concern transcription, RNA processing/turnover, or translation of the mitochondrial genome, including the broader cytosolic translation pathway that explicitly incorporates the mitochondrial system.	8	leaf	n0359		claude-sonnet-5	name-v2	current
88e911efcc25612b	Beta cell ion channel signaling	true	Repeated broader scope of parent 'Beta cell glucose sensing and insulin release' rather than narrowing it; needs specificity distinguishing it from sibling 'Beta-cell insulin secretion and glucose homeostasis', e.g. focusing on channel-level mechanisms if that describes the members.	9	internal	n0452		claude-sonnet-5	name-v2	current
88f2f866443256a0	Chemokine-directed leukocyte migration	true	Overlapped with sibling 'Leukocyte trafficking to inflamed tissue' which covers similar movement processes; specifying the chemokine-driven mechanism distinguishes this theme.	7	leaf	n0428		claude-sonnet-5	name-v2	current
88f392df8f9d9df4	eIF2α kinase signalling	true	Overlaps with sibling 'Integrated stress response and translational control'; narrowing to the eIF2α kinase arm distinguishes it while remaining true to members.	7	leaf	n0484		claude-sonnet-5	name-v2	current
894a087ed74cbb5f	Deoxyribonucleotide pool synthesis	true	Nearly repeats parent and overlaps conceptually with sibling's catabolism scope; renamed to specify synthesis/biosynthesis of dNTP pools, distinguishing from sanitation and catabolism sibling.	6	leaf	n0331		claude-sonnet-5	name-v2	current
89824b4344497f5c	Sensory perception of light and sound	true	Repeats the parent 'Sensory perception' exactly; narrowing to specific modalities distinguishes it from sibling 'Sensory perception of taste and mechanical stimuli'.	8	internal	n0439		claude-sonnet-5	name-v2	current
8a232678ab3940d6	Amino acid and bile acid membrane transport	true	Union covers L-amino acid (and GABA) transmembrane transport plus one bile acid transporter, so the smallest umbrella spanning both is transport of amino acids and bile acids across membranes.	9	internal	n0621	in_range	claude-sonnet-5	name-v2	current
8bb598bd731de74f	Fat-soluble vitamin transport and metabolism	true	Name is distinct from parent (fat-soluble vitamins vs trace minerals) and there are no siblings to collide with.	9	internal	n0554		claude-sonnet-5	name-v2	current
8c049fc887fba347	Histone deposition and nucleosome assembly	true	Repeated parent's 'genome maintenance' phrase; narrowing to nucleosome assembly/histone deposition distinguishes it from parent's broader mitotic genome maintenance scope and sibling's nuclear envelope focus.	15	internal	n0673		claude-sonnet-5	name-v2	current
8c2e200b67985ee2	Myofibril assembly and maturation	true	Overlapped with parent 'Sarcomere structure and contractile mechanics' and sibling 'Muscle contraction regulation'; narrowed to the assembly/maturation process distinct from contraction regulation.	6	leaf	n0130		claude-sonnet-5	name-v2	current
8c745c34785460cf	Serine/threonine kinase signalling regulation	true	No siblings, and the name does not repeat either parent (which focus on dephosphorylation/phosphatase regulation and kinase feedback control), so it remains distinct.	7	leaf	n0163		claude-sonnet-5	name-v2	current
8c767aa5acc7d06a	Mitochondrial amino acid metabolism	true	Overlapped with parent's 'cofactor metabolism' scope; narrowed to the amino acid-specific component to avoid redundancy with parent name.	13	internal	n0203		claude-sonnet-5	name-v2	current
8caf54e864e5fcc1	Interferon-mediated antiviral response	true	Overlaps with 'Interferon and cytokine receptor signalling' and 'Innate immune effector responses'; specifying interferon-mediated mechanism distinguishes it from general innate sensing and cytokine signalling siblings.	35	internal	n0692		claude-sonnet-5	name-v2	current
8d28b3b9d61c9aca	Mechanosensory and chemosensory transduction	true	Overlapped with parent 'Sensory signal transduction' and sibling 'Sensory perception'; renamed to specify the mechanosensory/chemosensory receptor pathways distinct from phototransduction siblings.	10	internal	n0204		claude-sonnet-5	name-v2	current
8db87f682d8ba500	Hepatic lipoprotein processing	true	Overlapped with parent name 'lipoprotein metabolism'; narrowed to distinguish from sibling 'Intestinal digestion and absorption' by focusing on post-absorption hepatic/plasma processing.	27	internal	n0672		claude-sonnet-5	name-v2	current
8de0c085c09eb9fb	TNF/NF-kappaB signalling	true	Distinct from sibling 'Non-canonical NF-kB signaling' and not a repeat of the parent, which also includes NOD-like receptor signalling.	11	internal	n0342		claude-sonnet-5	name-v2	current
8e0ab5cda6ee7d57	Gastrulation and body axis formation	true	No sibling collisions and name is distinct from both parent themes, which focus on neuroectoderm patterning and axial segmentation respectively.	7	leaf	n0078		claude-sonnet-5	name-v2	current
8e3e9fed33fa06ca	Proteoglycan turnover and remodeling	true	Overlapped both parent (ECM glycosaminoglycan metabolism) and sibling 'Glycoconjugate biosynthesis and extracellular matrix formation'; narrowed to proteoglycan turnover/remodeling specifically.	23	internal	n0376		claude-sonnet-5	name-v2	current
8e88edf170278812	Phototransduction cascade	true	Distinct from parent (which covers broader phototransduction biology) and siblings (development, structural biogenesis, other sensory transduction); no collision.	5	leaf	n0165		claude-sonnet-5	name-v2	current
8ee8ca0cff791cec	Genetic regulation of skeletal and dental development	true	Overlapped with parent 'Skeletal tissue mineralization and development' and sibling 'Biomineralization of bone and tooth tissues'; narrowed to the regulatory/genetic aspect of development rather than the mineralization process itself.	9	internal	n0564	in_range	claude-sonnet-5	name-v2	current
8ef8e42b4fc9d816	ERBB2 amplification signalling	true	Repeats parent 'ERBB2 and RTK-driven oncogenic signalling'; narrowing to ERBB2 amplification-driven signalling distinguishes it from sibling themes about mutant/fusion kinases and FGFR signalling.	4	leaf	n0120		claude-sonnet-5	name-v2	current
8fb9475bd2318150	Cardiac and skeletal muscle growth regulation	true	The child covers developmental formation of cardiac/skeletal muscle, while the direct members add regulation of hypertrophy, adaptation, differentiation and contraction/growth of these same muscle types, so the parent spans development plus its regulatory adaptation without invoking unrelated tissue processes.	12	internal	n0679		claude-sonnet-5	name-v2	current
9001c68b64dd21eb	Axial body plan and organ primordium formation	true	Overlaps heavily with sibling 'Embryonic tissue and organ patterning'; narrowed to axial body plan establishment and organ primordium formation to distinguish it.	8	leaf	n0632	in_range	claude-sonnet-5	name-v2	current
90060d641b179869	Endosomal innate immune sensing and peptide transport	true	Distinct from the similar sibling 'Innate sensing and antigen presentation via peptide transport' due to specific endosomal localization, and distinct from other siblings covering different immune mechanisms.	7	internal	n0595	in_range	claude-sonnet-5	name-v2	current
9030bf4c337e23dc	Osteoclast differentiation and bone remodeling regulation	true	Distinct from all siblings, which cover other immune/differentiation or bone processes; not repeating either parent.	6	leaf	n0110		claude-sonnet-5	name-v2	current
914f849bfa27f21c	Pancreatic and hepatic epithelial organogenesis	true	Nearly indistinguishable from siblings 'Endoderm organ development and epithelial specification' and 'Endoderm-derived organ morphogenesis and differentiation'; narrowing to the specific endoderm-derived epithelial organs (e.g., liver, pancreas) distinguishes it.	10	internal	n0590		claude-sonnet-5	name-v2	current
9151c955dc337ffb	Nuclear gene expression and protein biogenesis machinery	true	Union spans nuclear genome maintenance/transcription, RNA and protein nucleocytoplasmic trafficking, plus direct members on cotranslational membrane targeting and protein modification, all core cellular machinery for producing and localising gene products.	293	internal	n0375	in_range	claude-sonnet-5	name-v2	current
918a58dbc579e3e8	Pattern recognition receptor-triggered cytokine response	true	Too similar to siblings 'Cytokine-driven innate inflammatory response' and 'Innate inflammatory cytokine signalling'; narrowing to receptor-triggered cytokine output distinguishes it from generic innate inflammatory cytokine themes.	20	internal	n0739		claude-sonnet-5	name-v2	current
918fc5587bdf7e40	rRNA synthesis and modification	true	Overlapped with parent 'Ribosomal RNA transcription and ribosome assembly' and sibling 'Ribosome biogenesis'; renamed to emphasize transcription and processing of rRNA distinct from ribosome assembly steps.	9	internal	n0212		claude-sonnet-5	name-v2	current
91e84e0fd83b6260	Interferon-stimulated antiviral effector genes	true	Overlapped with sibling 'Antiviral innate immune response' and near-duplicated 'Nucleic acid sensing and interferon-driven antiviral response'; narrowed to focus on the ISG effector output rather than sensing/signalling.	13	internal	n0320		claude-sonnet-5	name-v2	current
91fc6f9d6ab6fdd6	Non-coding RNA processing and turnover	true	Nearly identical to sibling 'mRNA processing and turnover'; narrowing to non-coding RNA distinguishes it.	16	internal	n0390		claude-sonnet-5	name-v2	current
920370c68fb27022	Cholesterol-derived metabolite metabolism	true	Name is distinct from parent and siblings; no other theme addresses cholesterol-derived metabolites like bile acids or steroids specifically.	19	internal	n0467		claude-sonnet-5	name-v2	current
928659b47deb48ea	Cortical actin and septin dynamics in cell division and migration	true	Distinct from all siblings; no other theme addresses cortical actin/septin dynamics in division and migration.	8	internal	n0553	in_range	claude-sonnet-5	name-v2	current
93609eef23a2da1d	Protein O-glycosylation	true	All members concern the biosynthesis, upregulation, or disease consequences of O-linked glycan attachment to proteins.	3	leaf	n1146	sentence_case	claude-sonnet-5	name-v1	superseded
936ae8666c27ee53	Muscle stem cell homeostasis	true	Overlapped with parent 'Skeletal muscle development and regeneration' by repeating 'regeneration'; renamed to focus on satellite cell/stem cell maintenance aspect, distinguishing from sibling's proliferation/differentiation focus.	9	internal	n0527		claude-sonnet-5	name-v2	current
93821b9bfe9abfa7	RNA processing and turnover	true	Name does not repeat its parent and has no siblings to collide with; it remains distinct.	22	internal	n0480		claude-sonnet-5	name-v2	current
93dc6c10210f7ba5	Hormonal and cellular homeostatic signalling	true	Children cover endocrine hormone biosynthesis/regulation, HPA axis, insulin secretion, growth/appetite endocrinology, stress/oxygen sensing and cAMP signalling, while direct members add GPCR/cAMP-linked signalling, mTOR/TOR pathways, ion channel and membrane potential responses, and stress/pH/mechanical sensing, all converging on hormone- and second-messenger-driven regulation of cellular and physiological homeostasis.	513	internal	n0781		claude-sonnet-5	name-v2	current
9412e1acab0597c0	Cortical actomyosin polarity establishment	true	Too similar to sibling 'Cytoskeletal organization in cell division and polarity' and overlaps parent 'Cytoskeletal control of mitotic spindle and cell polarity'; narrowed to actomyosin-based polarity establishment mechanism.	5	leaf	n0200		claude-sonnet-5	name-v2	current
94bf222034876ea9	Lipid mediator signalling and metabolism	true	Covers GPCR-mediated lipid/nucleotide mediator signalling plus direct members on N-acylethanolamine metabolism and lipid-linked receptor trafficking, broader than the child but still anchored to lipid mediator biology.	11	internal	n0627		claude-sonnet-5	name-v2	current
94ef57ea7a552052	Mitotic spindle assembly and cytokinesis	true	No sibling collision, but name overlaps conceptually with parent's spindle orientation focus; sharpened to emphasize assembly and cytokinetic machinery distinct from orientation cues.	23	internal	n0662		claude-sonnet-5	name-v2	current
9511c80a4f251a99	Bacterial detection and NOD-like receptor signalling	true	No siblings and does not repeat parent name; already distinct and specific.	8	leaf	n0425		claude-sonnet-5	name-v2	current
959baf1839e75fd0	Phosphoinositide and nucleotide signaling metabolism	true	Too similar to sibling 'Nucleotide and phosphate metabolism' and 'Nucleotide and cellular energy metabolism'; emphasizing phosphoinositide signaling role distinguishes this theme.	14	internal	n0676		claude-sonnet-5	name-v2	current
95cf8cf4cd776819	Filopodial and lamellipodial projection dynamics	true	Overlapped conceptually with parent 'Actin-driven cell shape remodeling' and risked overlap with sibling 'Neuronal process outgrowth'; narrowed to specific projection types distinct from neuronal outgrowth.	11	internal	n0344		claude-sonnet-5	name-v2	current
95fabfca03f3300c		false	The children span unrelated biology - steroid conjugation/excretion, Y-chromosome/sex-chromosome dosage genes, and androgen biosynthesis - with no shared theme narrower than a vacuous 'sex-related biology' label.	11	internal	n0370		claude-sonnet-5	name-v1	superseded
96e8e8b4a075a0fe	MHC antigen processing and presentation	true	All members concern loading of peptide or lipid antigen onto MHC/CD1 molecules and its consequences for T cell recognition, including the broader immune response this display initiates.	7	leaf	n0311		claude-sonnet-5	name-v2	current
970f5c994fe205ba	Cytoplasmic translation initiation and ribosome assembly	true	Name is distinct from both parents (amino acid metabolism; mRNA/protein quality surveillance) and from its sibling (mRNA export/quality control), clearly describing translation initiation and ribosome assembly specifically.	10	internal	n0162		claude-sonnet-5	name-v2	current
972943f746a05e1a	Insulin secretion signal integration	true	Repeated parent 'Insulin and incretin secretion' too closely; renamed to reflect regulatory integration role distinguishing it from sibling parents on sensing and exocytosis.	4	leaf	n0066		claude-sonnet-5	name-v2	current
972b3bc3a362bb35	Mesoderm and cardiac fate specification	true	Distinct from parent (subdivision/patterning vs specification into cardiac fate) and sibling (germ layer/axial segmentation is a different process).	4	leaf	n0179		claude-sonnet-5	name-v2	current
972d094018f84c83	Mitotic cyclin-CDK regulation	true	The name overlaps with the parent 'Cyclin-CDK activity control' without indicating what distinguishes it; narrowed to specify mitotic-phase regulation of cyclin-CDK complexes.	4	leaf	n0048		claude-sonnet-5	name-v2	current
